County Name,Median House Price ($),Median Rent ($),Population with Bachelor's Degree,Total Population,Number of Employed People,People with Income Below Poverty,Total Labor Force,Median Household Income ($),Owner Occupied Housing Units,Total Households,State FIPS,County FIPS,Year
"Monroe County, Florida",409900,1219,13581.0,77482,40778,7609.0,42075,61020,12366,31391,12,087,2015
"Brevard County, Florida",158800,830,72438.0,568088,241881,74049.0,257720,50416,67657,225682,12,009,2015
"Lake County, Florida",155100,824,36496.0,325875,129511,40260.0,136819,50305,31142,126519,12,069,2015
"Polk County, Florida",123100,720,56693.0,650092,258761,109684.0,282873,44061,74703,227122,12,105,2015
"Seminole County, Florida",196000,946,76971.0,449144,218095,51096.0,235587,57074,58306,162739,12,117,2015
"Bay County, Florida",165600,802,18672.0,181635,82156,30043.0,86620,48259,26664,69337,12,005,2015
"Dougherty County, Georgia",100900,497,7457.0,91332,33824,24306.0,40149,35645,19599,35226,13,095,2015
"Henry County, Georgia",153300,868,25909.0,217739,97169,20648.0,104900,65342,19790,71681,13,151,2015
"Houston County, Georgia",134400,691,11787.0,150033,67052,24305.0,74091,55044,20384,56042,13,153,2015
"Walker County, Georgia",126200,517,4487.0,68066,30060,12790.0,31284,44358,6756,24966,13,295,2015
"Gwinnett County, Georgia",183200,891,131970.0,895823,438765,112494.0,466361,61732,105487,284631,13,135,2015
"Bartow County, Georgia",144400,660,7934.0,102747,46259,11397.0,48046,50572,14128,37016,13,015,2015
"Douglas County, Georgia",133300,780,17894.0,140733,65067,20097.0,71374,59329,17630,48493,13,097,2015
"Troup County, Georgia",125300,516,4549.0,69763,28450,12559.0,32473,39067,11787,25092,13,285,2015
"Bibb County, Georgia",106600,561,14947.0,153721,61564,38744.0,67094,38605,27518,59795,13,021,2015
"Liberty County, Georgia",118300,782,4392.0,62467,20848,13944.0,24111,36573,11751,22282,13,179,2015
"Rockdale County, Georgia",149100,756,10067.0,88856,39798,14064.0,42716,50761,10452,31231,13,247,2015
"Paulding County, Georgia",147800,866,13978.0,152238,76935,11788.0,80801,60214,11593,50671,13,223,2015
"Richmond County, Georgia",102200,611,16521.0,201793,79370,44253.0,87379,41672,31316,71156,13,245,2015
"Barrow County, Georgia",140800,760,5787.0,75370,32761,13775.0,35726,53156,7505,24100,13,013,2015
"Whitfield County, Georgia",130600,563,6544.0,104216,48579,14920.0,50938,45894,13317,34544,13,313,2015
"Chatham County, Georgia",176500,801,38356.0,286956,133525,46793.0,147273,49252,53505,108249,13,051,2015
"Walton County, Georgia",161300,706,7997.0,88399,40158,10219.0,41895,57278,7960,30369,13,297,2015
"Cherokee County, Georgia",223200,865,40354.0,235900,120239,23972.0,125180,74104,18016,82664,13,057,2015
"Fulton County, Georgia",274700,862,199734.0,1010562,508206,149734.0,546334,60291,197586,392794,13,121,2015
"Bulloch County, Georgia",140500,583,5362.0,72651,31697,21795.0,33791,33477,12932,26495,13,031,2015
"Clarke County, Georgia",153300,641,15418.0,123912,57750,43726.0,61707,31284,28283,46556,13,059,2015
"Glynn County, Georgia",172500,648,10042.0,83579,37878,14180.0,39696,46125,14798,34518,13,127,2015
"DeKalb County, Georgia",176800,849,121469.0,734871,368437,125121.0,401464,54057,128902,276631,13,089,2015
"Muscogee County, Georgia",137000,659,18707.0,200579,77398,42431.0,86865,41859,39621,73961,13,215,2015
"Catoosa County, Georgia",137500,549,6310.0,66050,30897,6218.0,32840,51012,6125,24900,13,047,2015
"Columbia County, Georgia",185500,955,22076.0,144052,62303,17175.0,66911,75440,11390,46821,13,073,2015
"Floyd County, Georgia",120600,501,7065.0,96504,39913,17410.0,43181,40510,14777,34931,13,115,2015
"Forsyth County, Georgia",299200,1076,43448.0,212438,104129,13668.0,109408,94537,12546,70033,13,117,2015
"Lowndes County, Georgia",139200,568,9359.0,112865,44544,30382.0,49307,34455,18650,37760,13,185,2015
"Carroll County, Georgia",125400,618,9018.0,114545,49881,24789.0,55527,43410,16886,41251,13,045,2015
"Coweta County, Georgia",187400,801,17385.0,138427,65803,14939.0,69613,67351,13995,50353,13,077,2015
"Cobb County, Georgia",224300,866,145021.0,741334,383927,80781.0,408141,70246,103137,274468,13,067,2015
"Fayette County, Georgia",240500,864,24477.0,110714,52346,8868.0,54186,78557,7068,39707,13,113,2015
"Newton County, Georgia",128000,684,9300.0,105473,46835,15026.0,51741,50806,12209,35397,13,217,2015
"Clayton County, Georgia",91200,689,21174.0,273955,121425,62440.0,135888,42120,44126,90373,13,063,2015
"Hall County, Georgia",173600,690,17870.0,193535,86852,33253.0,91466,55009,22707,63989,13,139,2015
"Hawaii County, Hawaii",321400,966,26620.0,196428,84143,36413.0,90243,60033,20677,64201,15,001,2015
"Kauai County, Hawaii",495900,1104,9423.0,71735,36746,7220.0,38168,77140,8244,21862,15,007,2015
"Honolulu County, Hawaii",629900,1495,148891.0,998714,471067,88642.0,494778,77273,142933,307703,15,003,2015
"Maui County, Hawaii",569300,1284,20092.0,164593,83147,15709.0,86939,70497,21557,52080,15,009,2015
"Canyon County, Idaho",149200,623,15028.0,207478,87152,32036.0,95047,42786,20809,68220,16,027,2015
"Kootenai County, Idaho",197700,758,15782.0,150346,69862,23357.0,72463,47860,17683,58675,16,055,2015
"Twin Falls County, Idaho",139900,634,6149.0,82375,38907,11252.0,40929,45499,9880,30177,16,083,2015
"Ada County, Idaho",218900,777,72855.0,434211,211320,50179.0,222488,57399,52671,163585,16,001,2015
"Bannock County, Idaho",151500,548,8864.0,83744,34863,20630.0,38041,41530,11326,30174,16,005,2015
"Bonneville County, Idaho",166200,671,13722.0,110089,48214,14262.0,50118,53355,11839,36702,16,019,2015
"Winnebago County, Illinois",117800,610,28472.0,287078,131245,41008.0,144878,49578,38307,113695,17,201,2015
"Adams County, Illinois",117600,442,5771.0,67013,32044,8801.0,34069,46528,7759,26743,17,001,2015
"Vermilion County, Illinois",73800,496,4723.0,79282,31947,13749.0,34510,45098,10201,30927,17,183,2015
"Williamson County, Illinois",97400,574,5896.0,67466,27538,10204.0,29440,48736,6366,25680,17,199,2015
"Lake County, Illinois",258100,958,118173.0,703910,351135,61383.0,372885,82113,67827,242179,17,097,2015
"Madison County, Illinois",130300,621,28597.0,266209,123979,33369.0,133751,52664,30955,106573,17,119,2015
"Sangamon County, Illinois",133700,604,30317.0,198712,93156,31733.0,100278,57576,26793,83023,17,167,2015
"McLean County, Illinois",168500,709,31368.0,173166,91757,19116.0,95322,65304,23549,66340,17,113,2015
"Rock Island County, Illinois",113400,555,14473.0,146133,69021,17995.0,74056,50542,18477,60000,17,161,2015
"Kane County, Illinois",229000,884,68417.0,530847,265968,58220.0,280911,70359,51208,175512,17,089,2015
"DeKalb County, Illinois",162600,774,11528.0,104352,50713,17405.0,55471,55471,16322,36946,17,037,2015
"Will County, Illinois",213700,956,97193.0,687263,342392,53645.0,363939,75992,45873,224646,17,197,2015
"Tazewell County, Illinois",138900,560,16133.0,134800,65024,9503.0,67848,57020,11549,53902,17,179,2015
"Kankakee County, Illinois",136300,703,9542.0,110879,48556,15994.0,52558,53850,12424,38755,17,091,2015
"DuPage County, Illinois",293500,1087,172558.0,933736,490503,65218.0,514266,81559,92666,338852,17,043,2015
"LaSalle County, Illinois",131400,593,8460.0,111333,52267,13596.0,56303,51936,13138,44951,17,099,2015
"Cook County, Illinois",230900,890,790748.0,5238216,2521026,832080.0,2748658,56851,866659,1954712,17,031,2015
"Macon County, Illinois",98200,502,11873.0,107303,47989,19056.0,51329,48040,14439,44429,17,115,2015
"McHenry County, Illinois",205300,981,44588.0,307343,163454,28119.0,170603,80125,24068,111124,17,111,2015
"St. Clair County, Illinois",115000,606,29036.0,264052,118124,41477.0,130426,50347,36144,101743,17,163,2015
"Champaign County, Illinois",157800,724,26409.0,208861,101586,39836.0,106381,50252,36717,79673,17,019,2015
"Peoria County, Illinois",136500,628,22533.0,186221,85449,28091.0,93396,53837,25962,75317,17,143,2015
"LaPorte County, Indiana",126000,568,8418.0,110884,46640,16758.0,50613,45838,12977,43169,18,091,2015
"Vigo County, Indiana",88000,527,10255.0,107896,46484,20268.0,52338,38632,18078,41981,18,167,2015
"Bartholomew County, Indiana",136800,687,9944.0,81162,40420,11114.0,42476,54447,8966,31131,18,005,2015
"Lake County, Indiana",138900,677,48176.0,487865,215612,79402.0,236019,50582,58775,186564,18,089,2015
"Hendricks County, Indiana",169500,847,27868.0,158192,85188,6955.0,88169,73050,12905,56088,18,063,2015
"Grant County, Indiana",84900,498,3676.0,67979,30235,10640.0,33197,38645,8560,25137,18,053,2015
"Hancock County, Indiana",154700,700,10692.0,72520,38440,3561.0,39330,69968,5442,27593,18,059,2015
"Howard County, Indiana",100800,513,6666.0,82556,35488,15235.0,38816,46793,10976,34714,18,067,2015
"Madison County, Indiana",88400,560,11077.0,129723,56603,21162.0,60872,45257,15621,51421,18,095,2015
"Delaware County, Indiana",94100,540,10226.0,116852,52858,25781.0,57067,40606,16077,45278,18,035,2015
"Morgan County, Indiana",156900,616,4705.0,69648,31813,8900.0,34307,58755,5217,25033,18,109,2015
"St. Joseph County, Indiana",122600,594,29848.0,268441,123580,43408.0,130908,46552,30516,98835,18,141,2015
"Kosciusko County, Indiana",141100,605,6998.0,78620,37974,7767.0,39248,52888,8075,29867,18,085,2015
"Vanderburgh County, Indiana",118600,540,19482.0,181877,87789,31262.0,91228,42564,25946,73991,18,163,2015
"Monroe County, Indiana",163500,718,20004.0,144705,71532,32159.0,76386,45062,25404,54598,18,105,2015
"Marion County, Indiana",122400,643,117946.0,939020,452244,191237.0,491390,41226,173008,365296,18,097,2015
"Porter County, Indiana",174700,744,18629.0,167688,76412,21697.0,81652,63807,15709,62424,18,127,2015
"Tippecanoe County, Indiana",144100,669,19148.0,185826,94641,34059.0,99066,50224,33167,69857,18,157,2015
"Hamilton County, Indiana",235500,919,71657.0,309697,165516,15490.0,170169,90613,24703,113267,18,057,2015
"Clark County, Indiana",137500,634,12867.0,115371,56842,9493.0,60275,51828,13048,44263,18,019,2015
"Allen County, Indiana",123100,576,44035.0,368450,175857,53350.0,186981,49754,46412,142476,18,003,2015
"Floyd County, Indiana",159900,552,8659.0,76778,38075,8351.0,40019,58096,8067,29246,18,043,2015
"Johnson County, Indiana",148400,690,22693.0,149633,72088,10748.0,75502,68744,17476,54458,18,081,2015
"Elkhart County, Indiana",134900,614,14861.0,203474,92706,30207.0,96527,49556,21214,68498,18,039,2015
"Wayne County, Indiana",102400,463,3703.0,67001,28766,11750.0,30566,42160,7630,24238,18,177,2015
"Woodbury County, Iowa",113900,564,10556.0,102782,52168,12792.0,55061,51146,13060,38023,19,193,2015
"Scott County, Iowa",154200,655,21455.0,172126,84327,19497.0,87769,57831,22187,68835,19,163,2015
"Dubuque County, Iowa",161700,565,13488.0,97125,50502,12031.0,52868,58487,10630,37784,19,061,2015
"Johnson County, Iowa",196900,752,22232.0,144251,83017,27645.0,86858,55913,23237,55711,19,103,2015
"Pottawattamie County, Iowa",136400,626,9469.0,93671,47487,12777.0,49185,53117,12013,37126,19,155,2015
"Story County, Iowa",177400,753,13666.0,96021,50910,17732.0,53166,50811,17396,37264,19,169,2015
"Black Hawk County, Iowa",140500,605,15594.0,133455,69138,17527.0,71439,50169,17495,52253,19,013,2015
"Linn County, Iowa",149600,600,30086.0,219916,117437,24674.0,121918,57073,25060,89164,19,113,2015
"Dallas County, Iowa",205700,780,16213.0,80133,43657,4015.0,44306,78634,5655,29188,19,049,2015
"Polk County, Iowa",159800,729,75126.0,467711,248032,55227.0,263158,60176,63440,182948,19,153,2015
"Butler County, Kansas",142600,599,8088.0,66741,32219,7741.0,33436,60714,7075,25546,20,015,2015
"Sedgwick County, Kansas",129900,579,57757.0,511574,243672,76493.0,255619,50840,71784,193145,20,173,2015
"Johnson County, Kansas",230900,823,136152.0,580159,312737,30399.0,323726,82892,66769,222277,20,091,2015
"Douglas County, Kansas",179700,693,16688.0,118053,63871,23273.0,66621,52964,19773,42817,20,045,2015
"Wyandotte County, Kansas",89300,607,11133.0,163369,75726,35106.0,81477,41800,25162,59281,20,209,2015
"Leavenworth County, Kansas",170500,641,9331.0,79315,34480,8854.0,35880,60423,9247,27298,20,103,2015
"Shawnee County, Kansas",129300,584,23527.0,178725,83877,24715.0,89381,51123,26407,71370,20,177,2015
"Campbell County, Kentucky",164100,622,12756.0,92066,46781,14293.0,48632,51208,11888,35682,21,037,2015
"Daviess County, Kentucky",117500,470,8272.0,99259,45644,14191.0,48664,48791,11634,39395,21,059,2015
"Bullitt County, Kentucky",147200,611,5167.0,78702,37153,6332.0,39587,53434,6147,28860,21,029,2015
"Boone County, Kentucky",185700,814,17738.0,127712,65245,10584.0,69011,67047,13887,45831,21,015,2015
"Pike County, Kentucky",73400,432,2400.0,61792,22805,13860.0,24731,33321,6740,25561,21,195,2015
"Kenton County, Kentucky",148000,644,19149.0,165012,82722,20917.0,87539,52043,23733,63060,21,117,2015
"Madison County, Kentucky",149000,551,9187.0,87824,39456,14637.0,42749,45383,13709,32363,21,151,2015
"Jefferson County, Kentucky",155700,646,105048.0,763623,375008,112800.0,399125,51259,120914,308588,21,111,2015
"Hardin County, Kentucky",145300,599,8342.0,106439,46921,16205.0,50550,49229,15780,41389,21,093,2015
"Christian County, Kentucky",104500,538,3738.0,73309,24473,13802.0,26350,39827,13053,25346,21,047,2015
"Warren County, Kentucky",144100,562,14582.0,122851,56640,21389.0,60816,44679,19639,45771,21,227,2015
"Fayette County, Kentucky",170200,666,46002.0,314488,162221,58992.0,170331,51948,62549,129088,21,067,2015
"McCracken County, Kentucky",142800,508,7783.0,65018,29480,8361.0,30845,51114,8799,27857,21,145,2015
"St. Tammany Parish, Louisiana",204700,830,34741.0,250088,114900,32723.0,123827,63180,21299,90895,22,103,2015
"Caddo Parish, Louisiana",144600,582,25385.0,251460,104081,53502.0,110830,41040,39362,95857,22,017,2015
"Ascension Parish, Louisiana",183300,740,14477.0,119455,56472,11776.0,60514,76632,6719,40610,22,005,2015
"Iberia Parish, Louisiana",95800,521,3416.0,74103,31138,14570.0,35297,46365,7768,26167,22,045,2015
"Livingston Parish, Louisiana",159600,691,13825.0,137788,62515,21001.0,65736,58677,8956,48320,22,063,2015
"East Baton Rouge Parish, Louisiana",189800,723,60918.0,446753,218640,79382.0,234772,50519,67195,168609,22,033,2015
"Jefferson Parish, Louisiana",181400,769,53196.0,436275,212818,69135.0,225783,49576,69414,168889,22,051,2015
"Bossier Parish, Louisiana",168500,729,12410.0,125175,54876,18518.0,58036,56140,18338,48942,22,015,2015
"Ouachita Parish, Louisiana",130200,508,17540.0,156761,63887,35072.0,69824,36709,23095,56858,22,073,2015
"Rapides Parish, Louisiana",139400,549,9390.0,132141,54977,28268.0,59260,43222,20591,47411,22,079,2015
"St. Landry Parish, Louisiana",89400,410,4952.0,83848,29969,23268.0,32232,30286,9684,30512,22,097,2015
"Tangipahoa Parish, Louisiana",136700,632,11105.0,128755,58396,30718.0,62646,42962,16508,46263,22,105,2015
"Lafayette Parish, Louisiana",172300,657,33191.0,240098,120537,41495.0,127102,51981,34079,90285,22,055,2015
"Orleans Parish, Louisiana",216800,791,55489.0,389617,184601,88852.0,201824,39077,84014,156591,22,071,2015
"Terrebonne Parish, Louisiana",137900,640,8737.0,113972,47301,25158.0,49229,41786,11780,40641,22,109,2015
"Calcasieu Parish, Louisiana",140600,619,19265.0,198788,89807,34322.0,95868,45767,24693,77182,22,019,2015
"Lafourche Parish, Louisiana",152400,536,7871.0,98325,44996,11739.0,48074,52589,9650,36907,22,057,2015
"Penobscot County, Maine",143100,681,17051.0,152692,68454,26249.0,74562,44173,18555,59099,23,019,2015
"Androscoggin County, Maine",147500,659,10115.0,107233,54658,16002.0,56587,50338,16715,45138,23,001,2015
"Aroostook County, Maine",104200,469,6298.0,68628,29939,13007.0,31996,36596,8772,29372,23,003,2015
"Cumberland County, Maine",261300,895,61048.0,289977,156642,31282.0,163131,64215,37978,115378,23,005,2015
"York County, Maine",238300,848,31851.0,201169,105884,13485.0,110924,61613,20467,80852,23,031,2015
"Kennebec County, Maine",151900,619,15079.0,119980,57796,15173.0,60559,51335,15295,51121,23,011,2015
"Allegany County, Maryland",115500,513,4692.0,72528,28427,13500.0,30719,38281,9633,27473,24,001,2015
"Anne Arundel County, Maryland",345900,1375,83940.0,564195,288276,30585.0,302262,91230,55912,205983,24,003,2015
"Calvert County, Maryland",345300,1418,10955.0,90595,47034,3307.0,49723,106247,4268,31170,24,009,2015
"Montgomery County, Maryland",474900,1481,193803.0,1040116,555886,76854.0,583972,98917,132667,371458,24,031,2015
"St. Mary's County, Maryland",293700,1153,15080.0,111413,55428,8634.0,57137,85163,11393,39029,24,037,2015
"Cecil County, Maryland",242500,870,8965.0,102382,50609,9562.0,53293,70676,10628,38245,24,015,2015
"Baltimore city, Maryland",155600,808,70616.0,621849,270992,136746.0,301350,44165,131711,238400,24,510,2015
"Harford County, Maryland",290600,928,35999.0,250290,125798,20384.0,132578,78050,20807,92662,24,025,2015
"Howard County, Maryland",441000,1473,64030.0,313414,167540,13922.0,173853,110892,28534,110320,24,027,2015
"Prince George's County, Maryland",272200,1253,115768.0,909535,481178,82708.0,511699,76741,117723,304539,24,033,2015
"Baltimore County, Maryland",250200,1066,127582.0,831128,418209,74182.0,441311,68775,106051,311976,24,005,2015
"Frederick County, Maryland",311800,1217,36689.0,245322,131344,19029.0,137761,83819,24094,89947,24,021,2015
"Carroll County, Maryland",330700,914,24989.0,167627,86245,10368.0,90196,84887,10540,60086,24,013,2015
"Charles County, Maryland",287900,1312,16367.0,156118,79406,9315.0,81917,88700,11972,54855,24,017,2015
"Washington County, Maryland",206900,755,13224.0,149585,67216,16490.0,70786,55979,19231,55944,24,043,2015
"Wicomico County, Maryland",176000,807,9790.0,102370,49752,13169.0,52869,54781,15658,38031,24,045,2015
"Barnstable County, Massachusetts",375300,1016,38969.0,214333,104949,13955.0,110693,66102,22010,97451,25,001,2015
